species,order,family,log_mass,HWI,ellipticity,asymmetry,resid
Accipiter badius,ACCIPITRIFORMES,Accipitridae,2.1179338350396413,32.9,0.3435,0.1378,-0.04891799410447917
Accipiter cooperii,ACCIPITRIFORMES,Accipitridae,2.633165353683903,32.3,0.2715,0.0937,-0.13238681684703596
Accipiter gentilis,ACCIPITRIFORMES,Accipitridae,2.937517892017347,36.3,0.3186,0.1114,-0.09786342610907905
Accipiter nisus,ACCIPITRIFORMES,Accipitridae,2.3439990690571615,35.5,0.2391,0.0808,-0.16216512434096095
Accipiter striatus,ACCIPITRIFORMES,Accipitridae,2.115943176939055,30.7,0.2543,0.0749,-0.13513930373100258
Aegypius monachus,ACCIPITRIFORMES,Accipitridae,3.9694438703262818,41.1,0.3476,0.07,-0.09983033449734013
Aquila chrysaetos,ACCIPITRIFORMES,Accipitridae,3.6281845080734128,36.7,0.3058,0.1192,-0.12764196864959626
Aquila rapax,ACCIPITRIFORMES,Accipitridae,3.3494912216102164,38.7,0.3518,0.125,-0.07767076477671164
Buteo brachyurus,ACCIPITRIFORMES,Accipitridae,2.6954816764901977,29.7,0.2371,0.1396,-0.16480638906363917
Buteo buteo,ACCIPITRIFORMES,Accipitridae,2.8802989914257524,38.3,0.261,0.0704,-0.1567657866260599
Buteo jamaicensis,ACCIPITRIFORMES,Accipitridae,3.041866202721293,34.1,0.2802,0.0844,-0.13581679106532224
Buteo lagopus,ACCIPITRIFORMES,Accipitridae,2.9776321652459994,42.1,0.27,0.0988,-0.15514654152594926
Buteo lineatus,ACCIPITRIFORMES,Accipitridae,2.780821175853473,33.4,0.2677,0.0906,-0.1411683200585957
Buteo nitidus,ACCIPITRIFORMES,Accipitridae,2.7151673578484576,27.5,0.2625,0.0761,-0.13694383770742613
Buteo platypterus,ACCIPITRIFORMES,Accipitridae,2.6567687792660166,36.9,0.2498,0.1045,-0.16077790394053906
Buteo regalis,ACCIPITRIFORMES,Accipitridae,3.157517208532612,41.3,0.2849,0.1035,-0.14346389117491165
Buteo swainsoni,ACCIPITRIFORMES,Accipitridae,2.976166500131975,46.6,0.2998,0.0972,-0.13130746374752605
Buteogallus anthracinus,ACCIPITRIFORMES,Accipitridae,2.9890491564382202,30.7,0.2709,0.0845,-0.1393289791778724
Circus cyaneus,ACCIPITRIFORMES,Accipitridae,2.5943925503754266,44.7,0.2998,0.1078,-0.11968541004619165
Elanoides forficatus,ACCIPITRIFORMES,Accipitridae,2.6193020758756083,46.9,0.2538,0.1067,-0.16920982548172853
Elanus leucurus,ACCIPITRIFORMES,Accipitridae,2.5390760987927767,41.5,0.3294,0.1048,-0.08450456534486939
Gyps fulvus,ACCIPITRIFORMES,Accipitridae,3.871339381099861,39.2,0.3838,0.1322,-0.058762782720265694
Haliaeetus albicilla,ACCIPITRIFORMES,Accipitridae,3.6747968640708515,38.0,0.2862,0.1349,-0.15008398960029645
Haliaeetus leucocephalus,ACCIPITRIFORMES,Accipitridae,3.6721532962459307,41.4,0.3081,0.1076,-0.13265121934255175
Haliaeetus leucogaster,ACCIPITRIFORMES,Accipitridae,3.4513258084895195,41.3,0.2223,0.0601,-0.21305981787799882
Haliaeetus leucoryphus,ACCIPITRIFORMES,Accipitridae,3.4602812781779106,42.8,0.308,0.1196,-0.12957166523595398
Haliastur indus,ACCIPITRIFORMES,Accipitridae,2.7234556720351857,36.4,0.3236,0.0863,-0.08789959454194973
Hieraaetus pennatus,ACCIPITRIFORMES,Accipitridae,2.915821787620399,42.0,0.2847,0.126,-0.13884152360216095
Ictinia mississippiensis,ACCIPITRIFORMES,Accipitridae,2.4409090820652177,53.6,0.2291,0.0899,-0.19858919136623973
Milvus migrans,ACCIPITRIFORMES,Accipitridae,2.8657552240714517,48.1,0.3064,0.1145,-0.12407704915614443
Neophron percnopterus,ACCIPITRIFORMES,Accipitridae,3.3184807251745174,48.0,0.3321,0.0728,-0.10902373283068312
Parabuteo unicinctus,ACCIPITRIFORMES,Accipitridae,2.92957217907655,30.8,0.2992,0.1021,-0.10974600319805572
Rostrhamus sociabilis,ACCIPITRIFORMES,Accipitridae,2.564547711755948,39.1,0.2521,0.0647,-0.15921330284113094
Sarcogyps calvus,ACCIPITRIFORMES,Accipitridae,3.6502978072630357,44.0,0.2807,0.121,-0.16299506694352972
Cathartes aura,ACCIPITRIFORMES,Cathartidae,3.1813289870897337,26.9,0.4561,0.1223,0.04635575105887768
Coragyps atratus,ACCIPITRIFORMES,Cathartidae,3.27455038490953,14.3,0.515,0.1684,0.11982434043628898
Gymnogyps californianus,ACCIPITRIFORMES,Cathartidae,3.926481357476542,41.1,0.681,0.0991,0.2345926532263729
Pandion haliaetus,ACCIPITRIFORMES,Pandionidae,3.171199716800422,44.9,0.3446,0.1135,-0.08888634485272334
Sagittarius serpentarius,ACCIPITRIFORMES,Sagittariidae,3.6039018317316716,40.6,0.4811,0.2731,0.04303985173269054
Aix sponsa,ANSERIFORMES,Anatidae,2.817961804531994,49.4,0.3415,0.07,-0.08957115807805754
Anas acuta,ANSERIFORMES,Anatidae,2.975247941240681,57.8,0.4264,0.1079,-0.019608525106195485
Anas bahamensis,ANSERIFORMES,Anatidae,2.690196080028514,44.9,0.3823,0.1027,-0.039733085188887185
Anas crecca,ANSERIFORMES,Anatidae,2.5338991007965945,53.5,0.3759,0.0905,-0.053870152092093004
Anas fulvigula,ANSERIFORMES,Anatidae,2.9260335966788444,48.8,0.4041,0.0464,-0.02874503110354454
Anas platyrhynchos,ANSERIFORMES,Anatidae,2.9260335966788444,50.7,0.4012,0.098,-0.034176600149097514
Anas poecilorhyncha,ANSERIFORMES,Anatidae,3.0,46.6,0.2748,0.0385,-0.15687496727934647
Anas rubripes,ANSERIFORMES,Anatidae,3.09377178149873,51.4,0.4191,0.0679,-0.021203326019842206
Anser albifrons,ANSERIFORMES,Anatidae,3.3990503818736486,52.6,0.5313,0.1382,0.08212874742712944
Anser brachyrhynchus,ANSERIFORMES,Anatidae,3.4219328132785085,49.3,0.534,0.1121,0.08868082565945368
Aythya affinis,ANSERIFORMES,Anatidae,2.9135489579065177,51.0,0.4449,0.0999,0.009420952286589623
Aythya americana,ANSERIFORMES,Anatidae,3.031691168625146,46.0,0.4246,0.0752,-0.0070301282461247006
Aythya collaris,ANSERIFORMES,Anatidae,2.8479426388452236,48.2,0.4049,0.0447,-0.025286151126227785
Aythya marila,ANSERIFORMES,Anatidae,3.0023388808920566,48.9,0.4481,0.0898,0.013304810278793988
Aythya valisineria,ANSERIFORMES,Anatidae,3.079904467666721,42.0,0.4413,0.0803,0.013851475707530703
Branta bernicla,ANSERIFORMES,Anatidae,3.1064968701389724,52.3,0.5066,0.134,0.06479451043865964
Branta canadensis,ANSERIFORMES,Anatidae,3.4489689808943678,49.4,0.5178,0.1202,0.07170382238336992
Bucephala albeola,ANSERIFORMES,Anatidae,2.5993371329924893,47.4,0.4011,0.1011,-0.02210063920073624
Bucephala clangula,ANSERIFORMES,Anatidae,2.9631264410819047,51.4,0.3842,0.0966,-0.052992507528518085
Bucephala islandica,ANSERIFORMES,Anatidae,2.9643539292921934,47.2,0.4044,0.1291,-0.027225635464294073
Chloephaga hybrida,ANSERIFORMES,Anatidae,3.3582775757952263,37.2,0.5124,0.1963,0.08471862898589061
Chloephaga picta,ANSERIFORMES,Anatidae,3.4594528022488635,44.1,0.5221,0.1533,0.08281593555668426
Clangula hyemalis,ANSERIFORMES,Anatidae,2.9400181550076634,50.9,0.3962,0.1272,-0.03977606980566856
Cygnus atratus,ANSERIFORMES,Anatidae,3.749983530308569,44.9,0.6657,0.1612,0.21843213501195669
Cygnus buccinator,ANSERIFORMES,Anatidae,4.0441907735613345,42.7,0.5479,0.0354,0.09655800661913372
Cygnus columbianus,ANSERIFORMES,Anatidae,3.8046845149069406,45.3,0.6039,0.0933,0.15479667863029645
Cygnus cygnus,ANSERIFORMES,Anatidae,3.9708116108725178,44.8,0.5273,0.1225,0.0749072003841259
Cygnus olor,ANSERIFORMES,Anatidae,4.028652573633119,42.1,0.544,0.0935,0.0938274322052367
Dendrocygna bicolor,ANSERIFORMES,Anatidae,2.8787515201730023,29.7,0.3138,0.0874,-0.0924702585810025
Dendrocygna viduata,ANSERIFORMES,Anatidae,2.838849090737255,28.0,0.377,0.1009,-0.02605504693218097
Histrionicus histrionicus,ANSERIFORMES,Anatidae,2.749427099121749,50.0,0.3655,0.118,-0.06473870937065884
Melanitta fusca,ANSERIFORMES,Anatidae,3.255320757365108,49.9,0.4803,0.1715,0.038148610893603774
Melanitta nigra,ANSERIFORMES,Anatidae,3.0211892990699383,45.7,0.5117,0.2068,0.08071965498992462
Mergus merganser,ANSERIFORMES,Anatidae,3.161667412437736,46.0,0.4558,0.0674,0.02107498523595569
Mergus serrator,ANSERIFORMES,Anatidae,3.006551609086648,49.3,0.4837,0.1235,0.048271538384651536
Oxyura jamaicensis,ANSERIFORMES,Anatidae,2.7840464158081133,41.9,0.3658,0.0802,-0.05447055726439226
Somateria mollissima,ANSERIFORMES,Anatidae,3.314056919240724,44.9,0.4967,0.1654,0.059812057925728246
Somateria spectabilis,ANSERIFORMES,Anatidae,3.208629438315688,48.9,0.5281,0.175,0.08839279061876226
Tachyeres patachonicus,ANSERIFORMES,Anatidae,3.450495446659433,44.4,0.4948,0.1137,0.05532949925067965
Thalassornis leuconotus,ANSERIFORMES,Anatidae,2.8497264441963277,35.1,0.2929,0.0823,-0.119874123253088
Anhima cornuta,ANSERIFORMES,Anhimidae,3.4983105537896004,32.9,0.3519,0.0993,-0.07338637967399309
Aeronautes saxatalis,APODIFORMES,Apodidae,1.506505032404872,69.8,0.5363,0.1541,0.1092751057626507
Apus affinis,APODIFORMES,Apodidae,1.354108439147401,66.0,0.4018,0.1111,-0.0165330148623401
Apus apus,APODIFORMES,Apodidae,1.575187844927661,71.6,0.512,0.2508,0.08094135902556365
Apus caffer,APODIFORMES,Apodidae,1.3443922736851108,69.1,0.5508,0.1394,0.1285678836527172
Chaetura pelagica,APODIFORMES,Apodidae,1.3729120029701065,70.3,0.55,0.2267,0.12548990979970592
Chaetura vauxi,APODIFORMES,Apodidae,1.2329961103921538,69.2,0.4851,0.1824,0.06538711622717569
Cypseloides niger,APODIFORMES,Apodidae,1.5987905067631152,73.0,0.5106,0.1486,0.07711398535237807
Cypsiurus parvus,APODIFORMES,Apodidae,1.1335389083702174,74.3,0.5481,0.1751,0.12396004435370223
Hemiprocne longipennis,APODIFORMES,Hemiprocnidae,1.631443769013172,59.7,0.2744,0.0332,-0.1421425437274748
Archilochus alexandri,APODIFORMES,Trochilidae,0.5314789170422551,64.4,0.482,0.0297,0.0853866046625541
Archilochus colubris,APODIFORMES,Trochilidae,0.4913616938342727,65.0,0.4997,0.0339,0.1032423998526546
Calothorax lucifer,APODIFORMES,Trochilidae,0.5185139398778874,63.0,0.4481,0.0054,0.053660682611038735
Calypte anna,APODIFORMES,Trochilidae,0.6232492903979004,65.6,0.4943,0.04,0.09390255893177535
Calypte costae,APODIFORMES,Trochilidae,0.4913616938342727,65.7,0.491,0.0356,0.09360971652008243
Lampornis clemenciae,APODIFORMES,Trochilidae,0.8808135922807914,66.2,0.4322,0.0831,0.02487020853762667
Oreotrochilus estella,APODIFORMES,Trochilidae,0.9084850188786497,59.5,0.5737,0.0261,0.17463843137509283
Selasphorus platycercus,APODIFORMES,Trochilidae,0.5440680443502757,65.2,0.4894,0.0179,0.09142091899561683
Selasphorus rufus,APODIFORMES,Trochilidae,0.5440680443502757,67.0,0.4769,0.033,0.07652259042614556
Selasphorus sasin,APODIFORMES,Trochilidae,0.5314789170422551,63.4,0.4758,0.0337,0.08051900942337148
Apteryx australis,APTERYGIFORMES,Apterygidae,3.365581572755049,0.1,0.5877,0.0725,0.20927692889439847
Upupa epops,BUCEROTIFORMES,Upupidae,1.825426117767823,21.4,0.4339,0.124,0.06376961180843665
Caprimulgus affinis,CAPRIMULGIFORMES,Caprimulgidae,1.7686381012476144,45.3,0.3186,0.0325,-0.08202267282458503
Caprimulgus asiaticus,CAPRIMULGIFORMES,Caprimulgidae,1.6232492903979006,45.8,0.4145,0.0773,0.016673002576333307
Caprimulgus climacurus,CAPRIMULGIFORMES,Caprimulgidae,1.6608654780038692,49.2,0.4062,0.0868,0.002947140928408809
Caprimulgus europaeus,CAPRIMULGIFORMES,Caprimulgidae,1.8260748027008264,53.4,0.3883,0.0632,-0.02448278648533636
Caprimulgus indicus,CAPRIMULGIFORMES,Caprimulgidae,1.9618954736678504,49.4,0.3427,0.0508,-0.0679872166121348
Caprimulgus macrurus,CAPRIMULGIFORMES,Caprimulgidae,1.8208579894397,47.1,0.3481,0.064,-0.05616441806153566
Caprimulgus pectoralis,CAPRIMULGIFORMES,Caprimulgidae,1.7109631189952756,41.2,0.2799,0.0186,-0.11388650446233961
Caprimulgus ruficollis,CAPRIMULGIFORMES,Caprimulgidae,1.8356905714924256,54.0,0.3912,0.077,-0.02261119205316242
Caprimulgus rufigena,CAPRIMULGIFORMES,Caprimulgidae,1.7160033436347992,46.3,0.542,0.115,0.1412982176086391
Caprimulgus vexillarius,CAPRIMULGIFORMES,Caprimulgidae,1.8585371975696392,39.8,0.3849,0.0285,-0.010535049361163507
Chordeiles acutipennis,CAPRIMULGIFORMES,Caprimulgidae,1.6848453616444126,55.1,0.3797,0.063,-0.03198503626121729
Chordeiles minor,CAPRIMULGIFORMES,Caprimulgidae,1.8992731873176039,60.7,0.3833,0.0796,-0.04095228046449406
Nyctidromus albicollis,CAPRIMULGIFORMES,Caprimulgidae,1.761927838420529,35.8,0.3857,0.0887,-0.002105048383741981
Phalaenoptilus nuttallii,CAPRIMULGIFORMES,Caprimulgidae,1.6839471307515121,42.8,0.3785,0.0692,-0.016775069774117246
Batrachostomus javensis,CAPRIMULGIFORMES,Podargidae,1.665580991017953,24.5,0.515,0.0094,0.1445452566356597
Batrachostomus stellatus,CAPRIMULGIFORMES,Podargidae,1.7101173651118162,26.1,0.2708,0.0321,-0.10284705418397655
Podargus strigoides,CAPRIMULGIFORMES,Podargidae,2.4885507165004443,27.5,0.4548,0.0636,0.06075216980495779
Casuarius bennetti,CASUARIIFORMES,Casuariidae,4.544068044350276,0.1,0.5209,0.1172,0.11441578644632427
Casuarius casuarius,CASUARIIFORMES,Casuariidae,4.643452676486188,0.1,0.5408,0.0724,0.1319493220135673
Dromaius novaehollandiae,CASUARIIFORMES,Casuariidae,4.532669040021129,0.1,0.4988,0.0573,0.0925872100832994
Aethia cristatella,CHARADRIIFORMES,Alcidae,2.4139699717480614,44.1,0.4659,0.2505,0.05151010561362768
Aethia psittacula,CHARADRIIFORMES,Alcidae,2.4313637641589874,41.1,0.5048,0.2466,0.09399315333726083
Aethia pusilla,CHARADRIIFORMES,Alcidae,1.9242792860618816,40.4,0.3999,0.196,0.002100111696366813
Alca torda,CHARADRIIFORMES,Alcidae,2.8609366207000937,56.8,0.5818,0.288,0.1398457660117684
Alle alle,CHARADRIIFORMES,Alcidae,2.256958152560932,51.3,0.402,0.1647,-0.01824457344829461
Brachyramphus marmoratus,CHARADRIIFORMES,Alcidae,2.342422680822206,58.4,0.6118,0.2602,0.18006034228554724
Cepphus columba,CHARADRIIFORMES,Alcidae,2.724275869600789,40.1,0.4932,0.223,0.07675097797884972
Cepphus grylle,CHARADRIIFORMES,Alcidae,2.5774917998372255,43.1,0.4778,0.2199,0.060848864225780896
Cerorhinca monocerata,CHARADRIIFORMES,Alcidae,2.683227206041435,52.0,0.4704,0.2079,0.03907277805684273
Fratercula arctica,CHARADRIIFORMES,Alcidae,2.7730546933642626,51.6,0.4829,0.2815,0.04996684233419357
Fratercula cirrhata,CHARADRIIFORMES,Alcidae,2.8889653443003374,50.5,0.499,0.2928,0.06477251928502192
Fratercula corniculata,CHARADRIIFORMES,Alcidae,2.7292458072253067,52.3,0.4929,0.2555,0.060077299864131906
Ptychoramphus aleuticus,CHARADRIIFORMES,Alcidae,2.2648178230095364,40.7,0.3819,0.1364,-0.024408230937696562
Synthliboramphus antiquus,CHARADRIIFORMES,Alcidae,2.3378584290410944,51.9,0.6729,0.1323,0.249929653408771
Synthliboramphus craveri,CHARADRIIFORMES,Alcidae,2.1789769472931693,46.6,0.5097,0.1561,0.09757455271130161
Synthliboramphus hypoleucus,CHARADRIIFORMES,Alcidae,2.2227164711475833,48.8,0.5401,0.1567,0.12400177297218484
Uria aalge,CHARADRIIFORMES,Alcidae,2.9964678902617172,57.5,0.6791,0.4502,0.2329859244953701
Uria lomvia,CHARADRIIFORMES,Alcidae,2.984077033902831,51.9,0.6453,0.4336,0.20694243195083184
Burhinus capensis,CHARADRIIFORMES,Burhinidae,2.6263403673750423,42.6,0.5068,0.2635,0.08935192503002232
Burhinus oedicnemus,CHARADRIIFORMES,Burhinidae,2.661812685537261,47.7,0.3358,0.1611,-0.08928797667018035
Charadrius alexandrinus,CHARADRIIFORMES,Charadriidae,1.6263403673750423,55.0,0.393,0.2566,-0.017158723384487318
Charadrius dubius,CHARADRIIFORMES,Charadriidae,1.5877109650189114,51.0,0.421,0.3302,0.017090706949217993
Charadrius falklandicus,CHARADRIIFORMES,Charadriidae,1.8129133566428555,52.3,0.4436,0.2945,0.032596248189250054
Charadrius hiaticula,CHARADRIIFORMES,Charadriidae,1.806179973983887,53.5,0.4179,0.3354,0.005457692199609121
Charadrius melodus,CHARADRIIFORMES,Charadriidae,1.73559889969818,54.5,0.3472,0.2713,-0.06489409455887474
Charadrius modestus,CHARADRIIFORMES,Charadriidae,1.8920946026904804,53.4,0.5041,0.3155,0.08974520479283643
Charadrius montanus,CHARADRIIFORMES,Charadriidae,1.9809119377768436,54.1,0.3393,0.2152,-0.07810232325945754
Charadrius pecuarius,CHARADRIIFORMES,Charadriidae,1.5314789170422551,52.4,0.475,0.2661,0.07056429117273688
Charadrius semipalmatus,CHARADRIIFORMES,Charadriidae,1.6693168805661123,56.0,0.4628,0.3195,0.05028555076646618
Charadrius tricollaris,CHARADRIIFORMES,Charadriidae,1.4941545940184429,47.1,0.4426,0.3005,0.0461147722288508
Charadrius vociferus,CHARADRIIFORMES,Charadriidae,1.9840770339028309,52.6,0.4756,0.3522,0.06012091923788515
Charadrius wilsonia,CHARADRIIFORMES,Charadriidae,1.7411515988517852,53.5,0.4116,0.2621,0.0007060939349966544
Elseyornis melanops,CHARADRIIFORMES,Charadriidae,1.5185139398778875,45.8,0.2995,0.2697,-0.09583312612252837
Erythrogonys cinctus,CHARADRIIFORMES,Charadriidae,1.7109631189952756,42.2,0.4072,0.3806,0.012081090776843051
Eudromias morinellus,CHARADRIIFORMES,Charadriidae,2.0342272607705505,55.9,0.5119,0.2275,0.09082984791862769
Pluvialis apricaria,CHARADRIIFORMES,Charadriidae,2.330413773349191,57.4,0.5328,0.4107,0.10267869319115991
Pluvialis dominica,CHARADRIIFORMES,Charadriidae,2.180412632838324,58.7,0.6112,0.4331,0.18291826975193992
Pluvialis fulva,CHARADRIIFORMES,Charadriidae,2.1300119496719043,59.3,0.4276,0.3348,-0.0002810738383291489
Vanellus armatus,CHARADRIIFORMES,Charadriidae,2.1931245983544616,40.4,0.3098,0.2311,-0.09440140990491824
Vanellus coronatus,CHARADRIIFORMES,Charadriidae,2.2174839442139063,39.9,0.4093,0.2999,0.005184767935048684
Vanellus miles,CHARADRIIFORMES,Charadriidae,2.5877109650189114,36.0,0.4837,0.2867,0.07596560774185279
Vanellus senegallus,CHARADRIIFORMES,Charadriidae,2.3944516808262164,38.5,0.4072,0.2639,0.00073632562954834
Vanellus vanellus,CHARADRIIFORMES,Charadriidae,2.3392526340327,40.2,0.4373,0.3433,0.02988559145739994
Dromas ardeola,CHARADRIIFORMES,Dromadidae,2.5118833609788744,53.7,0.3958,0.2022,-0.033712412507139466
Cursorius cursor,CHARADRIIFORMES,Glareolidae,2.1398790864012365,46.4,0.3763,0.237,-0.03462800049997472
Cursorius temminckii,CHARADRIIFORMES,Glareolidae,1.8401060944567578,38.4,0.1614,0.1165,-0.23173081655509048
Glareola lactea,CHARADRIIFORMES,Glareolidae,1.5998830720736879,61.4,0.2803,0.154,-0.137756134681164
Glareola maldivarum,CHARADRIIFORMES,Glareolidae,1.8762178405916423,59.2,0.3579,0.2808,-0.06380469852868154
Glareola nuchalis,CHARADRIIFORMES,Glareolidae,1.7972675408307164,55.8,0.4695,0.3203,0.054205376716175424
Glareola pratincola,CHARADRIIFORMES,Glareolidae,1.9289076902439528,60.7,0.3422,0.1395,-0.08275791266990107
Haematopus ostralegus,CHARADRIIFORMES,Haematopodidae,2.7209857441537393,51.2,0.4354,0.2301,0.004239626872156899
Haematopus palliatus,CHARADRIIFORMES,Haematopodidae,2.7792356316758635,48.0,0.4328,0.2184,0.004516324096409174
Actophilornis africanus,CHARADRIIFORMES,Jacanidae,2.27669152884504,29.9,0.4019,0.1951,0.009699013643594268
Jacana spinosa,CHARADRIIFORMES,Jacanidae,1.9731278535996986,21.9,0.3535,0.1114,-0.020813541804679647
Metopidius indicus,CHARADRIIFORMES,Jacanidae,2.1903316981702914,32.0,0.414,0.2154,0.021057292308756193
Anous minutus,CHARADRIIFORMES,Laridae,2.0507663112330423,61.2,0.4019,0.1427,-0.026625711466153223
Anous stolidus,CHARADRIIFORMES,Laridae,2.249931756634195,63.0,0.4691,0.2528,0.03343359756239506
Chlidonias leucopterus,CHARADRIIFORMES,Laridae,1.7339992865383869,61.4,0.3636,0.222,-0.05764959874664122
Chlidonias niger,CHARADRIIFORMES,Laridae,1.8149131812750738,62.1,0.4178,0.2706,-0.006308936632286932
Creagrus furcatus,CHARADRIIFORMES,Laridae,2.8369567370595505,59.6,0.4499,0.2181,0.0047860217822836
Gygis alba,CHARADRIIFORMES,Laridae,2.0681858617461617,67.2,0.4621,0.0871,0.025165080079557645
Larus argentatus,CHARADRIIFORMES,Laridae,3.037824750588342,53.4,0.4755,0.2685,0.033864028757191855
Larus atricilla,CHARADRIIFORMES,Laridae,2.4877038631637265,57.3,0.4174,0.2444,-0.016333327498108507
Larus californicus,CHARADRIIFORMES,Laridae,2.834674974462744,58.4,0.4806,0.2662,0.037139238933770524
Larus canus,CHARADRIIFORMES,Laridae,2.6154239528859438,58.6,0.4312,0.2173,-0.007306618535100617
Larus cirrocephalus,CHARADRIIFORMES,Laridae,2.573683693093798,55.6,0.525,0.3232,0.09148448019496969
Larus delawarensis,CHARADRIIFORMES,Laridae,2.7129021250472225,56.2,0.4527,0.2452,0.015070083501839526
Larus dominicanus,CHARADRIIFORMES,Laridae,2.9788193867328423,55.6,0.3987,0.1929,-0.044462274930369916
Larus fuscus,CHARADRIIFORMES,Laridae,2.88218288763027,57.4,0.4749,0.2393,0.031640424668373524
Larus genei,CHARADRIIFORMES,Laridae,2.44870631990508,56.9,0.4097,0.241,-0.022571788437503737
Larus glaucescens,CHARADRIIFORMES,Laridae,3.023869501388332,53.0,0.4411,0.2268,0.00032928148125965784
Larus glaucoides,CHARADRIIFORMES,Laridae,2.8409212001987716,54.9,0.5312,0.2536,0.09225392564990192
Larus heermanni,CHARADRIIFORMES,Laridae,2.6989700043360187,55.2,0.4384,0.2416,0.0024342283660045982
Larus hemprichii,CHARADRIIFORMES,Laridae,2.654850090561394,58.6,0.3784,0.1988,-0.061045401026163626
Larus hyperboreus,CHARADRIIFORMES,Laridae,3.1844074854123203,51.8,0.4601,0.2681,0.017105569865714543
Larus livens,CHARADRIIFORMES,Laridae,3.1212314551496214,45.7,0.5027,0.2197,0.0693375341423561
Larus maculipennis,CHARADRIIFORMES,Laridae,2.530199698203082,55.1,0.3754,0.2161,-0.05641391260305595
Larus marinus,CHARADRIIFORMES,Laridae,3.2174049744015414,52.3,0.486,0.2803,0.04155365864496435
Larus novaehollandiae,CHARADRIIFORMES,Laridae,2.429752280002408,53.0,0.4629,0.2283,0.03627590800773761
Larus occidentalis,CHARADRIIFORMES,Laridae,2.9651075858490556,51.0,0.4886,0.242,0.051893280999736
Larus philadelphia,CHARADRIIFORMES,Laridae,2.3236645356081,59.0,0.384,0.1788,-0.04809244717474237
Larus pipixcan,CHARADRIIFORMES,Laridae,2.4471580313422194,55.6,0.4316,0.2646,0.0010972043146975086
Larus ridibundus,CHARADRIIFORMES,Laridae,2.4533183400470375,58.6,0.4132,0.2163,-0.021446694129394483
Pagophila eburnea,CHARADRIIFORMES,Laridae,2.7403626894942437,61.0,0.459,0.2828,0.014320672464557094
Rissa brevirostris,CHARADRIIFORMES,Laridae,2.576341350205793,62.2,0.4309,0.2817,-0.011472673153366975
Rissa tridactyla,CHARADRIIFORMES,Laridae,2.6190933306267428,59.4,0.3851,0.2552,-0.054559914523208575
Rynchops niger,CHARADRIIFORMES,Laridae,2.473778834646725,67.4,0.383,0.1725,-0.06385904435246215
Sterna acuticauda,CHARADRIIFORMES,Laridae,2.184691430817599,67.4,0.3316,0.1756,-0.10837553485590229
Sterna aurantia,CHARADRIIFORMES,Laridae,2.3201462861110542,63.0,0.3706,0.1689,-0.0667382925789552
Sterna dougallii,CHARADRIIFORMES,Laridae,2.0492180226701815,69.1,0.4152,0.2341,-0.02381484251347149
Sterna forsteri,CHARADRIIFORMES,Laridae,2.173186268412274,68.7,0.4528,0.2561,0.011366290340074803
Sterna hirundinacea,CHARADRIIFORMES,Laridae,2.27415784926368,68.4,0.4711,0.359,0.027661760228933907
Sterna hirundo,CHARADRIIFORMES,Laridae,2.111262513659065,67.3,0.4011,0.2157,-0.03699386590494441
Sterna paradisaea,CHARADRIIFORMES,Laridae,2.041392685158225,69.1,0.3807,0.2121,-0.05812851206681818
Sterna repressa,CHARADRIIFORMES,Laridae,1.954242509439325,69.0,0.3808,0.2315,-0.05582012388716334
Sterna striata,CHARADRIIFORMES,Laridae,2.110589710299249,69.0,0.4619,0.3052,0.021557066237260114
Sterna sumatrana,CHARADRIIFORMES,Laridae,2.0253058652647704,65.9,0.4146,0.2856,-0.019581770818992428
Sterna trudeaui,CHARADRIIFORMES,Laridae,2.184691430817599,70.1,0.5099,0.3106,0.06632697228989087
Xema sabini,CHARADRIIFORMES,Laridae,2.296665190261531,59.4,0.4106,0.2552,-0.021382523060403946
Recurvirostra americana,CHARADRIIFORMES,Recurvirostridae,2.4835872969688944,47.8,0.4977,0.3432,0.07672253798968831
Actitis hypoleucos,CHARADRIIFORMES,Scolopacidae,1.6812412373755872,48.0,0.4108,0.3186,0.008660855958485203
Actitis macularius,CHARADRIIFORMES,Scolopacidae,1.606381365110605,47.5,0.3841,0.3112,-0.015590440470041267
Arenaria melanocephala,CHARADRIIFORMES,Scolopacidae,2.1010593549081156,51.1,0.395,0.3602,-0.021265959625825503
Bartramia longicauda,CHARADRIIFORMES,Scolopacidae,2.2011238972073794,52.9,0.4119,0.3225,-0.009146942084959253
Calidris alpina,CHARADRIIFORMES,Scolopacidae,1.7151673578484579,53.4,0.4786,0.3971,0.06845804960703011
Calidris melanotos,CHARADRIIFORMES,Scolopacidae,1.9014583213961123,53.4,0.4514,0.4288,0.036822243689102474
Calidris minutilla,CHARADRIIFORMES,Scolopacidae,1.359835482339888,37.7,0.5026,0.4847,0.12183767226618841
Calidris ptilocnemis,CHARADRIIFORMES,Scolopacidae,1.9100905455940682,49.8,0.543,0.4682,0.1330133574648405
Gallinago gallinago,CHARADRIIFORMES,Scolopacidae,2.052693941924968,44.3,0.4563,0.3219,0.05024602984836274
Gallinago paraguaiae,CHARADRIIFORMES,Scolopacidae,2.039017321997412,38.0,0.4337,0.2543,0.036365836172106814
Limnodromus griseus,CHARADRIIFORMES,Scolopacidae,2.0433622780211294,50.3,0.4245,0.3291,0.010673799124838013
Limosa fedoa,CHARADRIIFORMES,Scolopacidae,2.552668216112193,52.5,0.4874,0.3203,0.058515338061565225
