order,family,species,asymmetry,ellipticity,egg_length_cm,Species1,Family1,Order1,Mass,Hand.Wing.Index,Wing.Length,Kipps.Distance,Tail.Length,Tarsus.Length,Beak.Length_Culmen,Migration,Primary.Lifestyle,_merge
PASSERIFORMES,Sturnidae,Acridotheres tristis,0.1541,0.3115,2.7468,Acridotheres tristis,Sturnidae,Passeriformes,116.4,23.6,139.8,32.8,84.8,38.6,26.8,2,Terrestrial,both
PASSERIFORMES,Sturnidae,Lamprotornis chalybaeus,0.1541,0.4596,2.8966,Lamprotornis chalybaeus,Sturnidae,Passeriformes,86.2,26.0,137.7,36.0,90.1,31.7,25.0,1,Generalist,both
PASSERIFORMES,Sturnidae,Lamprotornis superbus,0.0983,0.3102,2.5467,Lamprotornis superbus,Sturnidae,Passeriformes,64.9,28.4,117.6,33.5,65.2,31.0,21.5,1,Terrestrial,both
PASSERIFORMES,Sturnidae,Spreo bicolor,0.1873,0.4237,2.823,,,,,,,,,,,,,left_only
PASSERIFORMES,Sturnidae,Sturnus cineraceus,0.1871,0.3649,2.802,,,,,,,,,,,,,left_only
PASSERIFORMES,Sturnidae,Sturnus contra,0.2193,0.4631,2.9092,,,,,,,,,,,,,left_only
PASSERIFORMES,Sturnidae,Sturnus roseus,0.2282,0.5707,3.2128,,,,,,,,,,,,,left_only
PASSERIFORMES,Sturnidae,Sturnus sturninus,0.1449,0.3998,2.4219,,,,,,,,,,,,,left_only
PASSERIFORMES,Sturnidae,Sturnus vulgaris,0.1935,0.4223,2.9421,Sturnus vulgaris,Sturnidae,Passeriformes,77.1,38.4,128.3,49.2,65.8,29.0,30.2,2,Insessorial,both
PASSERIFORMES,Sylviidae,Chamaea fasciata,0.1153,0.2964,1.8247,Chamaea fasciata,Sylviidae,Passeriformes,14.7,11.8,58.0,6.8,83.4,24.9,12.8,1,Insessorial,both
PASSERIFORMES,Sylviidae,Chrysomma sinense,0.0832,0.2966,1.8861,Chrysomma sinense,Sylviidae,Passeriformes,17.2,9.6,65.1,6.3,81.8,25.3,13.8,1,Insessorial,both
PASSERIFORMES,Sylviidae,Paradoxornis webbianus,0.1248,0.2855,1.6584,,,,,,,,,,,,,left_only
PASSERIFORMES,Sylviidae,Sylvia althaea,0.1961,0.4278,1.8637,,,,,,,,,,,,,left_only
PASSERIFORMES,Sylviidae,Sylvia atricapilla,0.1449,0.3712,1.9325,Sylvia atricapilla,Sylviidae,Passeriformes,16.7,27.0,75.9,20.5,62.2,20.8,15.2,3,Insessorial,both
PASSERIFORMES,Sylviidae,Sylvia borin,0.1655,0.3418,1.9098,Sylvia borin,Sylviidae,Passeriformes,18.2,30.0,78.7,23.6,57.9,20.1,15.1,3,Insessorial,both
PASSERIFORMES,Sylviidae,Sylvia communis,0.14,0.3286,1.7975,Sylvia communis,Sylviidae,Passeriformes,15.1,24.2,72.6,17.6,63.3,21.3,13.6,3,Insessorial,both
PASSERIFORMES,Sylviidae,Sylvia hortensis,0.1104,0.2708,1.8447,Sylvia hortensis,Sylviidae,Passeriformes,21.9,23.2,79.0,18.4,68.8,24.6,17.1,3,Insessorial,both
PASSERIFORMES,Sylviidae,Sylvia melanocephala,0.0743,0.3555,1.789,Sylvia melanocephala,Sylviidae,Passeriformes,11.7,18.0,58.7,10.5,61.3,20.4,13.7,2,Insessorial,both
PASSERIFORMES,Sylviidae,Sylvia nisoria,0.1265,0.3308,1.9853,Sylvia nisoria,Sylviidae,Passeriformes,22.5,27.2,88.3,24.0,71.7,24.0,16.4,3,Insessorial,both
PASSERIFORMES,Sylviidae,Sylvia subcaerulea,0.1507,0.3111,1.7992,,,,,,,,,,,,,left_only
PASSERIFORMES,Thamnophilidae,Sakesphorus canadensis,0.1653,0.2563,2.1429,Sakesphorus canadensis,Thamnophilidae,Passeriformes,24.4,9.4,71.8,6.9,56.6,24.2,22.6,1,Insessorial,both
PASSERIFORMES,Thamnophilidae,Thamnophilus doliatus,0.2022,0.3748,2.2018,Thamnophilus doliatus,Thamnophilidae,Passeriformes,27.0,9.0,71.2,6.6,62.9,26.4,19.2,1,Generalist,both
PASSERIFORMES,Thraupidae,Coereba flaveola,0.1328,0.3786,1.7613,Coereba flaveola,Thraupidae,Passeriformes,10.0,19.2,54.6,11.0,34.1,16.9,13.2,1,Insessorial,both
PASSERIFORMES,Thraupidae,Cyanerpes caeruleus,0.2146,0.4097,1.5982,Cyanerpes caeruleus,Thraupidae,Passeriformes,12.0,25.5,56.7,14.4,32.1,13.8,19.5,1,Insessorial,both
PASSERIFORMES,Thraupidae,Diuca diuca,0.1204,0.4132,2.3608,Diuca diuca,Thraupidae,Passeriformes,36.8,23.5,85.2,20.1,66.8,21.3,17.4,1,Terrestrial,both
PASSERIFORMES,Thraupidae,Eucometis penicillata,0.1299,0.3847,2.2185,Eucometis penicillata,Thraupidae,Passeriformes,27.0,18.2,88.7,16.3,76.8,20.4,18.0,1,Insessorial,both
PASSERIFORMES,Thraupidae,Oryzoborus angolensis,0.0904,0.3154,1.8637,,,,,,,,,,,,,left_only
PASSERIFORMES,Thraupidae,Phrygilus fruticeti,0.2022,0.4252,2.4872,,,,,,,,,,,,,left_only
PASSERIFORMES,Thraupidae,Phrygilus gayi,0.1424,0.3163,2.1842,Phrygilus gayi,Thraupidae,Passeriformes,25.6,21.2,82.0,17.1,67.0,19.8,14.1,1,Terrestrial,both
PASSERIFORMES,Thraupidae,Poospiza melanoleuca,0.1332,0.3506,1.8217,,,,,,,,,,,,,left_only
PASSERIFORMES,Thraupidae,Ramphocelus costaricensis,0.1915,0.4222,2.3368,Ramphocelus costaricensis,Thraupidae,Passeriformes,32.0,15.0,77.6,11.7,76.5,22.1,19.1,1,Insessorial,both
PASSERIFORMES,Thraupidae,Saltator coerulescens,0.1597,0.3859,2.6346,Saltator coerulescens,Thraupidae,Passeriformes,54.9,14.5,100.7,14.6,95.5,26.8,22.3,1,Insessorial,both
PASSERIFORMES,Thraupidae,Saltator maxillosus,0.1346,0.4147,2.6204,Saltator maxillosus,Thraupidae,Passeriformes,50.8,13.7,98.0,13.4,106.0,22.3,20.8,1,Insessorial,both
PASSERIFORMES,Thraupidae,Saltator striatipectus,0.1851,0.4113,2.4562,Saltator striatipectus,Thraupidae,Passeriformes,39.0,15.3,90.8,13.9,87.4,27.3,19.5,1,Insessorial,both
PASSERIFORMES,Thraupidae,Saltatricula multicolor,0.1419,0.4349,2.1757,,,,,,,,,,,,,left_only
PASSERIFORMES,Thraupidae,Sporophila minuta,0.1087,0.2499,1.4644,Sporophila minuta,Thraupidae,Passeriformes,7.8,17.8,49.3,8.8,39.6,15.7,9.2,1,Insessorial,both
PASSERIFORMES,Thraupidae,Sporophila torqueola,0.1132,0.2846,1.578,Sporophila torqueola,Thraupidae,Passeriformes,8.7,15.4,54.4,8.4,49.2,14.9,9.5,1,Insessorial,both
PASSERIFORMES,Thraupidae,Tachyphonus rufus,0.1185,0.3286,2.4226,Tachyphonus rufus,Thraupidae,Passeriformes,34.4,16.2,83.0,13.4,77.2,22.1,18.7,1,Insessorial,both
PASSERIFORMES,Thraupidae,Tangara icterocephala,0.1637,0.4005,2.113,Tangara icterocephala,Thraupidae,Passeriformes,22.0,21.9,70.5,15.5,45.0,16.4,12.6,1,Insessorial,both
PASSERIFORMES,Thraupidae,Thraupis episcopus,0.1525,0.3644,2.1935,,,,,,,,,,,,,left_only
PASSERIFORMES,Thraupidae,Thraupis palmarum,0.1097,0.4073,2.3447,,,,,,,,,,,,,left_only
PASSERIFORMES,Thraupidae,Volatinia jacarina,0.1331,0.3354,1.614,Volatinia jacarina,Thraupidae,Passeriformes,9.9,14.1,47.8,7.1,42.8,16.8,10.4,1,Terrestrial,both
PASSERIFORMES,Timaliidae,Pomatorhinus ochraceiceps,0.1874,0.3581,2.3584,Pomatorhinus ochraceiceps,Timaliidae,Passeriformes,34.0,7.4,93.0,6.9,107.8,30.0,33.9,1,Insessorial,both
PASSERIFORMES,Timaliidae,Pomatorhinus ruficollis,0.1953,0.3505,2.3834,Pomatorhinus ruficollis,Timaliidae,Passeriformes,31.6,10.0,78.8,7.7,85.4,28.0,22.5,1,Generalist,both
PASSERIFORMES,Timaliidae,Spelaeornis longicaudatus,0.0564,0.2857,1.8571,Spelaeornis longicaudatus,Timaliidae,Passeriformes,12.0,7.0,53.0,3.7,45.2,19.5,12.4,1,Insessorial,both
PASSERIFORMES,Timaliidae,Stachyris nigriceps,0.1019,0.3265,1.9535,Stachyris nigriceps,Timaliidae,Passeriformes,15.8,9.6,58.0,5.6,49.8,20.5,16.9,1,Insessorial,both
PASSERIFORMES,Timaliidae,Stachyris ruficeps,0.1247,0.2918,1.8116,,,,,,,,,,,,,left_only
PASSERIFORMES,Troglodytidae,Campylorhynchus brunneicapillus,0.1681,0.4439,2.4069,Campylorhynchus brunneicapillus,Troglodytidae,Passeriformes,38.9,13.7,83.2,11.3,86.4,26.2,26.1,1,Insessorial,both
PASSERIFORMES,Troglodytidae,Campylorhynchus jocosus,0.1378,0.3357,2.1108,Campylorhynchus jocosus,Troglodytidae,Passeriformes,27.6,13.6,72.0,9.9,67.2,22.1,26.1,1,Insessorial,both
PASSERIFORMES,Troglodytidae,Campylorhynchus zonatus,0.1555,0.4501,2.3376,Campylorhynchus zonatus,Troglodytidae,Passeriformes,34.6,12.6,78.4,9.7,82.0,25.1,24.0,1,Insessorial,both
PASSERIFORMES,Troglodytidae,Cistothorus palustris,0.1255,0.3027,1.5822,Cistothorus palustris,Troglodytidae,Passeriformes,10.8,20.0,48.4,9.7,39.5,19.2,16.0,2,Insessorial,both
PASSERIFORMES,Troglodytidae,Cistothorus platensis,0.162,0.3662,1.5837,Cistothorus platensis,Troglodytidae,Passeriformes,9.0,13.4,45.7,6.1,47.2,20.3,14.9,2,Insessorial,both
PASSERIFORMES,Troglodytidae,Salpinctes obsoletus,0.1184,0.2717,1.8772,Salpinctes obsoletus,Troglodytidae,Passeriformes,16.4,17.3,69.0,11.8,55.6,20.1,19.9,1,Terrestrial,both
PASSERIFORMES,Troglodytidae,Thryomanes bewickii,0.1306,0.3151,1.6419,Thryomanes bewickii,Troglodytidae,Passeriformes,9.9,13.8,54.0,7.3,51.2,17.5,15.5,2,Generalist,both
PASSERIFORMES,Troglodytidae,Thryothorus ludovicianus,0.0973,0.2931,1.8964,Thryothorus ludovicianus,Troglodytidae,Passeriformes,19.0,11.4,59.4,6.8,50.7,21.4,16.9,1,Insessorial,both
PASSERIFORMES,Troglodytidae,Troglodytes aedon,0.1471,0.3312,1.6352,Troglodytes aedon,Troglodytidae,Passeriformes,10.9,12.9,51.4,6.7,41.1,20.1,15.9,1,Insessorial,both
PASSERIFORMES,Troglodytidae,Troglodytes troglodytes,0.1524,0.3439,1.6394,Troglodytes troglodytes,Troglodytidae,Passeriformes,9.7,15.7,48.5,7.6,30.5,17.6,13.8,3,Insessorial,both
PASSERIFORMES,Turdidae,Catharus aurantiirostris,0.195,0.3929,2.3394,Catharus aurantiirostris,Turdidae,Passeriformes,29.8,16.4,76.8,12.5,60.5,30.4,16.9,1,Generalist,both
PASSERIFORMES,Turdidae,Catharus fuscescens,0.1403,0.367,2.2671,Catharus fuscescens,Turdidae,Passeriformes,31.9,28.5,97.0,27.7,69.3,29.2,17.6,3,Terrestrial,both
PASSERIFORMES,Turdidae,Catharus guttatus,0.1509,0.3589,2.2312,Catharus guttatus,Turdidae,Passeriformes,30.1,26.9,89.0,24.0,67.7,28.9,18.8,3,Generalist,both
PASSERIFORMES,Turdidae,Catharus mexicanus,0.1257,0.3132,1.7695,Catharus mexicanus,Turdidae,Passeriformes,33.0,21.1,89.0,18.8,63.0,29.5,16.4,1,Generalist,both
PASSERIFORMES,Turdidae,Catharus minimus,0.1736,0.436,2.3101,Catharus minimus,Turdidae,Passeriformes,31.6,30.8,100.8,30.7,69.2,30.0,16.4,3,Terrestrial,both
PASSERIFORMES,Turdidae,Catharus ustulatus,0.1487,0.3553,2.2793,Catharus ustulatus,Turdidae,Passeriformes,30.3,30.6,96.8,29.7,67.1,29.6,16.6,3,Insessorial,both
PASSERIFORMES,Turdidae,Hylocichla mustelina,0.1433,0.3865,2.5463,Hylocichla mustelina,Turdidae,Passeriformes,50.1,26.9,106.5,29.0,71.3,32.1,19.0,3,Generalist,both
PASSERIFORMES,Turdidae,Myadestes ralloides,0.1632,0.3892,2.3909,Myadestes ralloides,Turdidae,Passeriformes,29.1,23.3,84.1,19.6,78.2,20.5,14.8,2,Insessorial,both
PASSERIFORMES,Turdidae,Myadestes townsendi,0.1348,0.3493,2.3169,Myadestes townsendi,Turdidae,Passeriformes,33.2,29.9,113.3,34.3,103.0,20.9,15.7,2,Insessorial,both
PASSERIFORMES,Turdidae,Psophocichla litsitsirupa,0.0662,0.3799,2.1663,Psophocichla litsitsirupa,Turdidae,Passeriformes,74.0,32.2,128.6,41.4,70.3,34.4,28.0,1,Terrestrial,both
PASSERIFORMES,Turdidae,Sialia currucoides,0.111,0.3141,2.1133,Sialia currucoides,Turdidae,Passeriformes,29.6,36.6,114.0,41.0,70.0,21.9,16.4,3,Insessorial,both
PASSERIFORMES,Turdidae,Sialia mexicana,0.1102,0.3077,2.084,Sialia mexicana,Turdidae,Passeriformes,26.4,37.2,104.4,39.2,64.2,19.8,15.1,2,Insessorial,both
PASSERIFORMES,Turdidae,Sialia sialis,0.1006,0.2858,2.0948,Sialia sialis,Turdidae,Passeriformes,27.5,32.8,95.8,31.4,62.5,19.7,15.4,2,Insessorial,both
PASSERIFORMES,Turdidae,Turdus albicollis,0.2277,0.4333,2.7209,Turdus albicollis,Turdidae,Passeriformes,54.0,21.3,110.3,23.7,88.7,29.6,22.7,1,Generalist,both
PASSERIFORMES,Turdidae,Turdus cardis,0.2113,0.483,2.9237,Turdus cardis,Turdidae,Passeriformes,58.9,29.2,115.0,33.6,76.9,29.4,23.5,3,Terrestrial,both
PASSERIFORMES,Turdidae,Turdus dissimilis,0.1576,0.3568,2.678,Turdus dissimilis,Turdidae,Passeriformes,75.0,26.1,118.1,30.8,75.0,28.2,23.0,1,Generalist,both
PASSERIFORMES,Turdidae,Turdus falcklandii,0.1881,0.4664,3.3362,Turdus falcklandii,Turdidae,Passeriformes,93.9,27.7,134.9,37.4,102.9,38.9,27.1,2,Generalist,both
PASSERIFORMES,Turdidae,Turdus grayi,0.1943,0.4222,2.8051,Turdus grayi,Turdidae,Passeriformes,79.5,21.4,118.1,26.1,101.9,33.6,21.4,1,Generalist,both
PASSERIFORMES,Turdidae,Turdus iliacus,0.1867,0.3536,2.7118,Turdus iliacus,Turdidae,Passeriformes,61.2,32.3,116.3,37.7,78.3,28.0,22.7,3,Insessorial,both
PASSERIFORMES,Turdidae,Turdus libonyanus,0.1372,0.3071,2.5621,,,,,,,,,,,,,left_only
PASSERIFORMES,Turdidae,Turdus merula,0.2013,0.423,3.0368,Turdus merula,Turdidae,Passeriformes,102.7,23.1,128.4,29.8,106.3,33.6,28.5,1,Generalist,both
PASSERIFORMES,Turdidae,Turdus migratorius,0.1706,0.4153,2.8629,Turdus migratorius,Turdidae,Passeriformes,78.5,29.0,127.0,36.9,95.7,32.7,23.4,3,Generalist,both
PASSERIFORMES,Turdidae,Turdus nigriceps,0.1898,0.3908,2.8382,Turdus nigriceps,Turdidae,Passeriformes,52.7,22.6,106.9,24.1,80.2,30.1,23.1,2,Insessorial,both
PASSERIFORMES,Turdidae,Turdus nudigenis,0.1802,0.3832,2.7188,Turdus nudigenis,Turdidae,Passeriformes,63.9,19.7,113.4,22.3,91.2,30.9,23.1,1,Insessorial,both
PASSERIFORMES,Turdidae,Turdus olivaceus,0.1717,0.3664,2.9353,Turdus olivaceus,Turdidae,Passeriformes,67.3,21.7,120.2,26.1,93.8,32.7,26.9,1,Generalist,both
PASSERIFORMES,Turdidae,Turdus philomelos,0.161,0.3278,2.6754,Turdus philomelos,Turdidae,Passeriformes,67.7,30.7,116.0,35.7,81.7,31.8,23.1,3,Generalist,both
PASSERIFORMES,Turdidae,Turdus pilaris,0.192,0.3988,2.9301,Turdus pilaris,Turdidae,Passeriformes,106.0,33.3,144.4,48.0,105.9,33.4,25.4,3,Generalist,both
PASSERIFORMES,Turdidae,Turdus ruficollis,0.1473,0.2785,2.7071,Turdus ruficollis,Turdidae,Passeriformes,80.6,32.1,134.2,43.1,97.1,31.7,24.4,3,Insessorial,both
PASSERIFORMES,Turdidae,Turdus rufiventris,0.2043,0.4301,2.91,Turdus rufiventris,Turdidae,Passeriformes,69.4,17.4,115.5,20.1,101.5,33.4,25.2,2,Generalist,both
PASSERIFORMES,Turdidae,Turdus serranus,0.2255,0.3164,2.7092,Turdus serranus,Turdidae,Passeriformes,84.9,18.4,124.7,23.1,112.3,34.4,26.9,1,Generalist,both
PASSERIFORMES,Turdidae,Turdus torquatus,0.1812,0.3863,2.9527,Turdus torquatus,Turdidae,Passeriformes,109.0,31.6,141.6,44.7,109.6,32.8,26.1,3,Insessorial,both
PASSERIFORMES,Turdidae,Turdus unicolor,0.1643,0.4065,2.7919,Turdus unicolor,Turdidae,Passeriformes,64.2,29.1,120.5,35.0,81.7,30.3,23.1,1,Terrestrial,both
PASSERIFORMES,Turdidae,Turdus viscivorus,0.174,0.4116,3.0644,Turdus viscivorus,Turdidae,Passeriformes,117.4,35.1,153.7,53.9,111.8,32.7,26.4,1,Insessorial,both
PASSERIFORMES,Turdidae,Zoothera citrina,0.2098,0.3701,2.5567,,,,,,,,,,,,,left_only
PASSERIFORMES,Turdidae,Zoothera gurneyi,0.1787,0.2808,2.6573,,,,,,,,,,,,,left_only
PASSERIFORMES,Turdidae,Zoothera naevia,0.1384,0.422,2.9931,,,,,,,,,,,,,left_only
PASSERIFORMES,Turdidae,Zoothera sibirica,0.2951,0.61,3.2005,,,,,,,,,,,,,left_only
PASSERIFORMES,Tyrannidae,Cnemotriccus fuscatus,0.1107,0.3137,1.79,Cnemotriccus fuscatus,Tyrannidae,Passeriformes,13.6,14.1,66.7,9.0,62.6,18.3,13.8,2,Insessorial,both
PASSERIFORMES,Tyrannidae,Contopus cinereus,0.1201,0.2581,1.8212,Contopus cinereus,Tyrannidae,Passeriformes,11.6,22.1,70.3,15.5,61.6,12.1,14.2,2,Insessorial,both
PASSERIFORMES,Tyrannidae,Contopus cooperi,0.1693,0.3809,2.2684,Contopus cooperi,Tyrannidae,Passeriformes,32.1,37.9,104.7,38.5,68.8,14.7,19.9,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Contopus pertinax,0.1792,0.3856,2.1409,Contopus pertinax,Tyrannidae,Passeriformes,27.2,28.3,108.3,30.0,83.0,17.0,23.0,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Contopus sordidulus,0.1639,0.3309,1.7999,Contopus sordidulus,Tyrannidae,Passeriformes,13.1,33.5,82.6,29.0,60.2,13.8,16.4,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Contopus virens,0.1544,0.3468,1.8272,Contopus virens,Tyrannidae,Passeriformes,13.9,31.0,81.0,25.6,62.7,14.2,14.3,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Elaenia chiriquensis,0.1811,0.3541,1.8777,Elaenia chiriquensis,Tyrannidae,Passeriformes,15.4,20.8,72.4,15.0,62.0,16.4,12.8,2,Insessorial,both
PASSERIFORMES,Tyrannidae,Elaenia flavogaster,0.1449,0.3331,2.0168,Elaenia flavogaster,Tyrannidae,Passeriformes,24.8,16.4,77.4,12.7,70.6,21.4,12.7,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Empidonax difficilis,0.1217,0.2992,1.7035,Empidonax difficilis,Tyrannidae,Passeriformes,10.7,21.8,65.0,14.1,58.2,16.0,14.4,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Empidonax flavescens,0.1039,0.2408,1.7631,Empidonax flavescens,Tyrannidae,Passeriformes,12.5,20.5,66.2,13.2,55.5,16.2,14.1,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Empidonax flaviventris,0.1466,0.3006,1.7595,Empidonax flaviventris,Tyrannidae,Passeriformes,11.8,24.1,66.9,15.3,52.6,17.2,12.9,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Empidonax hammondii,0.1237,0.3278,1.7131,Empidonax hammondii,Tyrannidae,Passeriformes,10.4,23.1,66.6,15.4,53.8,14.6,12.3,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Empidonax minimus,0.16,0.3335,1.6503,Empidonax minimus,Tyrannidae,Passeriformes,10.0,22.8,61.1,14.2,50.8,15.9,12.4,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Empidonax oberholseri,0.1565,0.3266,1.7364,Empidonax oberholseri,Tyrannidae,Passeriformes,10.4,18.7,66.6,12.5,60.6,17.5,13.5,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Empidonax occidentalis,0.1393,0.332,1.7754,Empidonax occidentalis,Tyrannidae,Passeriformes,11.6,20.6,66.7,13.3,64.0,16.3,16.2,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Empidonax traillii,0.137,0.3296,1.7803,Empidonax traillii,Tyrannidae,Passeriformes,13.4,23.5,66.5,16.2,59.1,18.4,13.1,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Empidonax virescens,0.1636,0.3456,1.84,Empidonax virescens,Tyrannidae,Passeriformes,12.6,27.5,71.0,19.9,58.8,17.1,13.3,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Empidonax wrightii,0.1294,0.2641,1.7739,Empidonax wrightii,Tyrannidae,Passeriformes,12.3,21.3,72.0,15.3,60.6,18.0,14.8,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Fluvicola pica,0.1394,0.3815,1.7991,Fluvicola pica,Tyrannidae,Passeriformes,12.3,16.8,63.9,10.8,48.6,20.7,16.4,2,Insessorial,both
PASSERIFORMES,Tyrannidae,Knipolegus signatus,0.0858,0.3479,2.1884,Knipolegus signatus,Tyrannidae,Passeriformes,17.8,18.5,79.0,14.6,68.0,21.5,18.4,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Lathrotriccus euleri,0.2019,0.3917,1.7502,Lathrotriccus euleri,Tyrannidae,Passeriformes,11.3,20.6,62.2,12.6,58.0,14.5,14.4,2,Insessorial,both
PASSERIFORMES,Tyrannidae,Legatus leucophaius,0.1821,0.3594,2.1527,Legatus leucophaius,Tyrannidae,Passeriformes,22.2,25.5,78.5,20.1,55.2,15.1,13.0,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Lessonia rufa,0.1253,0.3726,1.8709,Lessonia rufa,Tyrannidae,Passeriformes,13.4,24.7,72.3,18.0,44.2,21.9,13.6,3,Terrestrial,both
PASSERIFORMES,Tyrannidae,Mionectes oleagineus,0.0818,0.3185,1.8675,Mionectes oleagineus,Tyrannidae,Passeriformes,11.2,17.1,60.5,10.5,48.2,16.0,11.8,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Muscisaxicola maclovianus,0.1631,0.3912,2.4231,Muscisaxicola maclovianus,Tyrannidae,Passeriformes,23.8,33.9,104.1,35.3,65.8,28.9,17.5,3,Terrestrial,both
PASSERIFORMES,Tyrannidae,Myiarchus cinerascens,0.1521,0.368,2.2432,Myiarchus cinerascens,Tyrannidae,Passeriformes,28.2,20.4,96.0,19.8,89.7,22.4,23.0,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Myiarchus crinitus,0.1357,0.3382,2.2604,Myiarchus crinitus,Tyrannidae,Passeriformes,32.1,21.4,98.8,21.6,88.1,21.8,22.7,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Myiarchus tuberculifer,0.1349,0.3091,1.8945,Myiarchus tuberculifer,Tyrannidae,Passeriformes,17.7,18.8,80.4,15.5,76.5,20.1,21.1,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Myiarchus tyrannulus,0.1379,0.3307,2.3035,Myiarchus tyrannulus,Tyrannidae,Passeriformes,35.5,16.6,92.0,15.4,85.7,21.9,23.2,2,Insessorial,both
PASSERIFORMES,Tyrannidae,Myiodynastes luteiventris,0.1893,0.3786,2.5812,Myiodynastes luteiventris,Tyrannidae,Passeriformes,46.9,26.0,109.3,28.2,79.9,19.5,25.3,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Myiophobus fasciatus,0.202,0.4001,1.7899,Myiophobus fasciatus,Tyrannidae,Passeriformes,9.9,18.7,58.9,11.0,54.1,16.5,13.5,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Myiozetetes granadensis,0.148,0.3746,2.2096,Myiozetetes granadensis,Tyrannidae,Passeriformes,29.3,16.2,86.6,14.2,66.8,17.8,17.8,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Myiozetetes similis,0.1542,0.3828,2.2851,Myiozetetes similis,Tyrannidae,Passeriformes,28.0,16.4,87.0,14.5,69.1,19.6,17.4,2,Insessorial,both
PASSERIFORMES,Tyrannidae,Pitangus sulphuratus,0.1422,0.3407,2.8194,Pitangus sulphuratus,Tyrannidae,Passeriformes,62.9,18.1,111.9,20.6,84.8,25.8,29.3,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Pyrocephalus rubinus,0.1591,0.3353,1.8055,Pyrocephalus rubinus,Tyrannidae,Passeriformes,14.4,22.4,74.3,16.7,57.6,16.7,14.4,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Rhynchocyclus brevirostris,0.1218,0.4263,2.1119,Rhynchocyclus brevirostris,Tyrannidae,Passeriformes,24.3,17.3,76.6,13.3,63.8,18.8,20.9,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Sayornis nigricans,0.1453,0.3365,1.9103,Sayornis nigricans,Tyrannidae,Passeriformes,18.6,22.0,86.3,19.4,77.2,17.4,18.1,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Sayornis phoebe,0.1575,0.324,1.9051,Sayornis phoebe,Tyrannidae,Passeriformes,19.7,20.6,83.9,17.4,70.1,17.7,17.4,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Sayornis saya,0.1459,0.3095,1.9733,Sayornis saya,Tyrannidae,Passeriformes,20.9,25.6,104.4,26.8,79.8,20.2,19.5,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Todirostrum cinereum,0.1242,0.4138,1.6265,Todirostrum cinereum,Tyrannidae,Passeriformes,6.3,15.0,42.5,6.3,33.8,19.1,14.8,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Tolmomyias sulphurescens,0.1643,0.4925,2.1031,Tolmomyias sulphurescens,Tyrannidae,Passeriformes,14.3,15.7,63.0,10.0,55.5,18.6,13.4,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Tyrannus dominicensis,0.1643,0.4091,2.5117,Tyrannus dominicensis,Tyrannidae,Passeriformes,46.5,30.1,116.6,35.2,89.0,18.5,30.6,2,Insessorial,both
PASSERIFORMES,Tyrannidae,Tyrannus forficatus,0.1696,0.3576,2.2889,Tyrannus forficatus,Tyrannidae,Passeriformes,39.3,37.5,121.2,45.1,214.0,18.6,22.4,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Tyrannus melancholicus,0.1532,0.3991,2.3524,Tyrannus melancholicus,Tyrannidae,Passeriformes,37.4,23.7,108.8,25.5,91.9,18.7,23.5,1,Insessorial,both
PASSERIFORMES,Tyrannidae,Tyrannus tyrannus,0.1503,0.3618,2.3623,Tyrannus tyrannus,Tyrannidae,Passeriformes,39.9,33.3,116.7,38.6,87.6,18.5,21.5,3,Insessorial,both
PASSERIFORMES,Tyrannidae,Tyrannus verticalis,0.1633,0.3715,2.3431,Tyrannus verticalis,Tyrannidae,Passeriformes,39.6,33.2,126.1,41.9,89.9,18.3,21.8,3,Insessorial,both
